1,0.435155412647,0.392576246819
6,0.601286173633,0.573719132015
11,0.670953912111,0.63833602843
16,0.703108252947,0.679801110058
21,0.702036441586,0.688996795228
26,0.718113612004,0.699015907068
31,0.725616291533,0.710215557839
36,0.728831725616,0.716611550465
41,0.787781350482,0.775238891563
46,0.781350482315,0.776241519209
51,0.795284030011,0.788607740086
56,0.800643086817,0.795875781191
61,0.815648445874,0.806206465086
66,0.818863879957,0.810353909598
71,0.814576634512,0.813097294658
76,0.81243301179,0.811795615377
81,0.828510182208,0.823719403636
86,0.827438370847,0.824863626616
91,0.828510182208,0.825465404127
96,0.827438370847,0.826064142498
101,0.826366559486,0.825849124824
106,0.827438370847,0.824028563659
111,0.817792068596,0.816862268902
116,0.818863879957,0.817731348504
121,0.81243301179,0.811088704435
126,0.81243301179,0.811241021875
131,0.811361200429,0.811815520279
136,0.81243301179,0.812029265731
141,0.811361200429,0.811887516954
146,0.81243301179,0.811849641731
300,0.813504823151,0.812883120516
350,0.813504823151,0.812883120516
400,0.813504823151,0.812883120516
