1,0.435155412647
6,0.601286173633
11,0.670953912111
16,0.703108252947
21,0.702036441586
26,0.718113612004
31,0.725616291533
36,0.728831725616
41,0.787781350482
46,0.781350482315
51,0.795284030011
56,0.800643086817
61,0.815648445874
66,0.818863879957
71,0.814576634512
76,0.81243301179
81,0.828510182208
86,0.827438370847
91,0.828510182208
96,0.827438370847
101,0.826366559486
106,0.827438370847
111,0.817792068596
116,0.818863879957
121,0.81243301179
126,0.81243301179
131,0.811361200429
136,0.81243301179
141,0.811361200429
146,0.81243301179
300,0.813504823151
350,0.813504823151
400,0.813504823151
450,0.813504823151
500,0.813504823151
550,0.813504823151
600,0.813504823151
700,0.813504823151
800,0.813504823151
900,0.813504823151
1000,0.813504823151
1100,0.813504823151
1200,0.813504823151
1300,0.813504823151
1400,0.813504823151
1500,0.813504823151
1600,0.813504823151
1700,0.813504823151
1800,0.813504823151
1900,0.813504823151
2000,0.813504823151
2100,0.813504823151
2200,0.813504823151
2300,0.813504823151
2400,0.813504823151
2500,0.813504823151
2550,0.813504823151
