1,0.339283286799
6,0.331948030091
11,0.32562724259
16,0.320962561539
21,0.31712087006
26,0.313838534177
31,0.310947581505
36,0.308535257421
41,0.306269618545
46,0.3042220503
51,0.302385406539
56,0.300648207515
61,0.298533306417
66,0.296389076133
71,0.294391443736
76,0.292569626154
81,0.290875673732
86,0.289215879899
91,0.287668134151
96,0.286199364494
1,0.392576246819
6,0.573719132015
11,0.63833602843
16,0.679801110058
21,0.688996795228
26,0.699015907068
31,0.710215557839
36,0.716611550465
41,0.775238891563
46,0.776241519209
51,0.788607740086
56,0.795875781191
61,0.806206465086
66,0.810353909598
71,0.813097294658
76,0.811795615377
81,0.823719403636
86,0.824863626616
91,0.825465404127
96,0.826064142498
101,0.825849124824
106,0.824028563659
111,0.816862268902
116,0.817731348504
121,0.811088704435
126,0.811241021875
131,0.811815520279
136,0.812029265731
141,0.811887516954
146,0.811849641731
